effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high,country,outcome
fixed,worry_safety_stigma,0.3203875060674191,0.09552263969557002,3.3540478685313957,236.62921841035524,9.273366117910035e-4,0.13220409898100122,0.508570913153837,Indonesia,Depression
fixed,livelihood_disruption,0.051005569139452075,0.019734613081855736,2.584574064254002,238.01284806644895,0.010346705183812883,0.012128756600805472,0.08988238167809867,Indonesia,Depression
fixed,(Intercept),-0.09895901351014014,0.4709616551218359,-0.21012116896128163,188.36575754877532,0.833800207654301,-1.027995813733079,0.8300777867127986,Indonesia,Anxiety
fixed,age,-0.014942996730645284,0.004714238850379208,-3.169758089249824,221.41593774790283,0.0017413359622752218,-0.024233516415561464,-0.005652477045729104,Indonesia,Anxiety
fixed,female,-0.05343086536878169,0.10794580279084835,-0.4949786280464029,238.96097867845629,0.6210700139871423,-0.26607773270528606,0.1592160019677227,Indonesia,Anxiety
fixed,ethnicity_minority,0.06545961605195824,0.12368357148141429,0.5292506940729371,54.212791641511735,0.5987921225791065,-0.18248872554470347,0.31340795764861995,Indonesia,Anxiety
fixed,education,0.13976787171890293,0.059375133695497344,2.353979907408648,179.40640516649123,0.01965567561366954,0.022604404143773918,0.25693133929403195,Indonesia,Anxiety
fixed,employmentPart-time/casual,-0.040413175815807736,0.15517899313901,-0.2604294241012728,231.98150034765285,0.79476356410997,-0.34615346355894133,0.2653271119273259,Indonesia,Anxiety
fixed,employmentStudent,0.11488201321239468,0.2694479050124097,0.4263607587043724,238.9940585919636,0.670228759179881,-0.4159140998671239,0.6456781262919132,Indonesia,Anxiety
fixed,employmentNot working,-0.0724301384728006,0.1624344978018629,-0.44590366857384356,238.49297625754448,0.6560713687770361,-0.3924197185888592,0.247559441643258,Indonesia,Anxiety
fixed,comorbidity,0.27300702485724454,0.09858065111713099,2.769377375412794,237.65319083973787,0.006059657717126315,0.07880351463461521,0.46721053507987387,Indonesia,Anxiety
fixed,gen_health,-0.16445719645436002,0.07367759765532464,-2.232119418764393,237.92487829454492,0.026538711596623518,-0.3096009371795044,-0.019313455729215667,Indonesia,Anxiety
fixed,perceived_risk,0.030337734644268123,0.008545162834878203,3.5502816307303915,237.7728690754861,4.6374435798890825e-4,0.01350383951219019,0.047171629776346057,Indonesia,Anxiety
fixed,risk_self,0.010699896365455543,0.0945109210451515,0.11321333288397212,178.78791123585475,0.9099884474831259,-0.17580052344778951,0.1972003161787006,Indonesia,Anxiety
fixed,health_trust,0.03551705843455349,0.035079197241307036,1.0124820756368635,237.09792904099055,0.3123397232456461,-0.03358965590512835,0.10462377277423532,Indonesia,Anxiety
fixed,worry_health_fear,0.017930908714099823,0.04700493055983851,0.38146867787142685,222.7894096152734,0.7032190653809343,-0.07470025663183416,0.1105620740600338,Indonesia,Anxiety
fixed,worry_economic,-0.03602325285260568,0.02939831616602234,-1.2253508891179365,238.17128954202528,0.22165340402546407,-0.0939371798385167,0.021890674133305338,Indonesia,Anxiety
fixed,worry_basic_needs,0.0380195245361694,0.07849840961332107,0.484334965809518,238.66035355196826,0.628592333308664,-0.11661870582730373,0.19265775489964254,Indonesia,Anxiety
fixed,worry_social,0.07125873787772447,0.02964639743795363,2.4036221610689967,238.73760821132478,0.016997016406024096,0.012856804660303436,0.1296606710951455,Indonesia,Anxiety
fixed,worry_safety_stigma,0.5583315050910838,0.10288134449477618,5.426946039954145,236.51377967313982,1.4171660396128307e-7,0.3556506477723844,0.7610123624097831,Indonesia,Anxiety
fixed,livelihood_disruption,0.051927192404994105,0.020965933829691905,2.4767412139522706,202.42363280988488,0.014078559566698956,0.01058755963043518,0.09326682517955304,Indonesia,Anxiety
