effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high,model,outcome
fixed,comorbidity,0.3148956239730599,0.04594318129811579,6.85402305795429,999.6002987098605,1.2544835303979213e-11,0.2247394801296711,0.40505176781644875,M2,Anxiety
fixed,gen_health,-0.20342373745795622,0.04262415526241104,-4.772498978703503,999.0867591342412,2.0907944923856697e-6,-0.2870668757646609,-0.11978059915125154,M2,Anxiety
fixed,perceived_risk,0.04084920461081227,0.004898669683665803,8.338836306318113,999.611832241566,2.4646136130358906e-16,0.031236349123101713,0.050462060098522825,M2,Anxiety
fixed,risk_self,0.16623331985886966,0.05000611466745413,3.324259862305611,999.1422669379965,9.187479771797783e-4,0.06810426468530595,0.26436237503243337,M2,Anxiety
fixed,health_trust,0.009255191869141017,0.018711268152756033,0.49463199359781473,999.7328185387452,0.6209685904640914,-0.027462672769979962,0.045973056508262,M2,Anxiety
fixed,(Intercept),0.3302928698107976,0.3032739065458512,1.089090959300389,306.4269722848106,0.2769695446467901,-0.26647006876847695,0.9270558083900722,M3,Anxiety
fixed,countryNepal,-0.2926598660194882,0.13373589277369358,-2.188341962278773,9.672029162068362,0.0543736025550356,-0.5920173281588194,0.006697596119842997,M3,Anxiety
fixed,countryVietnam,-0.3642898184257789,0.14095989712923768,-2.5843507681605598,8.783588819498963,0.030053273303331178,-0.6843648884283272,-0.04421474842323059,M3,Anxiety
fixed,age,-0.009921288088561925,0.002819120471304594,-3.5192848938345254,786.8520673883866,4.575672343878555e-4,-0.015455174880739843,-0.0043874012963840085,M3,Anxiety
fixed,female,0.022237892302393054,0.06624764219606513,0.33567824552273506,712.9319534598332,0.7372122708164026,-0.10782590692640519,0.1523016915311913,M3,Anxiety
fixed,ethnicity_minority,0.10149769942858201,0.07437640728140986,1.3646491291863063,477.7809880539858,0.1730057003559778,-0.04464759417199447,0.2476429930291585,M3,Anxiety
fixed,education,0.011382423897857184,0.02465500179610307,0.46166794032261116,625.5936235401082,0.64447995256473,-0.03703416229136414,0.05979901008707851,M3,Anxiety
fixed,employmentPart-time/casual,-0.033159829377470744,0.0763933839796218,-0.43406676926782356,852.6552438794454,0.664349766047239,-0.18310095044062139,0.11678129168567988,M3,Anxiety
fixed,employmentStudent,0.3693697630787527,0.15809245170799544,2.3364161861503474,867.7253053166106,0.019696355231907794,0.059081449848596035,0.6796580763089093,M3,Anxiety
fixed,employmentNot working,-0.006758047281412822,0.08481594876944606,-0.07967896815943334,849.0752956788186,0.936511362375895,-0.17323155585141856,0.1597154612885929,M3,Anxiety
fixed,comorbidity,0.25693435255073815,0.04794900026438565,5.358492380112821,868.7378556717423,1.0755973407812283e-7,0.16282492460891876,0.3510437804925576,M3,Anxiety
fixed,gen_health,-0.16996961913711583,0.04321092343284478,-3.933487313717561,870.9814926463919,9.038086408558714e-5,-0.2547793262903831,-0.0851599119838486,M3,Anxiety
fixed,perceived_risk,0.02348338357199231,0.00541762055361931,4.334630552208744,855.3155363108477,1.633675556733895e-5,0.012849995370714785,0.03411677177326984,M3,Anxiety
fixed,risk_self,0.09646749885289038,0.05175019151581092,1.8640993593891773,823.4733201576453,0.06266340373304131,-0.0051103108841671074,0.19804530858994787,M3,Anxiety
fixed,health_trust,0.01570874889078752,0.019332599389719464,0.8125523409511602,864.4843917145781,0.4166984672945865,-0.022235574203546243,0.05365307198512129,M3,Anxiety
fixed,worry_health_fear,0.034937274550604504,0.017066462622690803,2.0471304055799746,764.8966585158043,0.04098645896632527,0.001434609646714484,0.06843993945449453,M3,Anxiety
fixed,worry_economic,0.024308441756177954,0.013080721254432636,1.8583410871125017,869.8076184460184,0.06345824192819431,-0.0013650253715672897,0.0499819088839232,M3,Anxiety
fixed,worry_basic_needs,0.03688911997783309,0.02648957873609068,1.3925899065949876,762.3619526765453,0.16414984383784106,-0.015112057755174685,0.08889029771084087,M3,Anxiety
fixed,worry_social,0.024243840583282484,0.0154171151339176,1.5725276987745989,777.1779886895656,0.11623521261475368,-0.006020281415238755,0.05450796258180372,M3,Anxiety
fixed,worry_safety_stigma,0.10309066307580234,0.03597641542525719,2.8655068009757216,780.4300265842536,0.004275342602046727,0.03246866021600185,0.1737126659356028,M3,Anxiety
fixed,livelihood_disruption,0.016902486825900034,0.012330326041495991,1.370806154599406,870.5091828167168,0.17078871590580003,-0.007298156139547155,0.041103129791347226,M3,Anxiety
fixed,(Intercept),-0.5087466452820826,0.45524306218823946,-1.117527509011702,324.9329583081463,0.26459443618655465,-1.4043424948469623,0.3868492042827971,M4,Anxiety
fixed,countryNepal,-0.29772419552194446,0.1829088135044331,-1.6277192433634622,9.90032421751393,0.1349494949449047,-0.7058272899642178,0.11037889892032893,M4,Anxiety
fixed,countryVietnam,-0.42001068186975793,0.18929560942424636,-2.2188083661699545,9.66924034739369,0.051678454402742255,-0.8437514677845137,0.0037301040449978506,M4,Anxiety
fixed,age,-0.0069341201197265214,0.003546855202344751,-1.9550051310644205,504.54819056819827,0.05113419667340365,-0.013902544479877326,3.430424042428354e-5,M4,Anxiety
fixed,female,0.10639371492073904,0.08155963315055734,1.3044898660142146,499.37058194533853,0.19266749253167842,-0.053848604332881356,0.26663603417435944,M4,Anxiety
fixed,ethnicity_minority,0.026731840183929215,0.0941028750491192,0.2840703875410385,423.62772118839706,0.776495232242717,-0.15823485526776784,0.21169853563562627,M4,Anxiety
fixed,education,0.03457121676405495,0.033180965580537986,1.0418990574624027,420.8135141767751,0.29805668271536373,-0.030649863320761604,0.0997922968488715,M4,Anxiety
fixed,employmentPart-time/casual,0.08906520416500364,0.09753732735431082,0.9131396828361759,519.036092067257,0.36159303616582095,-0.10255126579162276,0.28068167412163003,M4,Anxiety
fixed,employmentStudent,0.05878230817183371,0.20789693250448507,0.28274735689313535,517.4273370929686,0.7774835844286586,-0.3496435415366998,0.46720815788036724,M4,Anxiety
